corp_name,corp_uid,original_name,lat,lng,location,nace_code,postcode,street,nh3_yeartotal,nh3_2015,has_local_subsidies,has_subsidies,local_subsidies,total_subsidies
Thüringer Qualitätsfleisch GmbH Witzleben,f887f385-4372-4af1-84ac-873bdc071da4,Thür. Qual.-fl. GmbH / Witzleben,50.8192376523211,11.1127167404873,Witzleben,146.0,99310,Zum Wolfetal 72b,60000.0,12000.0,1,1,1743751.6899999997,1743751.6899999997
Agrargenossenschaft Mühlanger e.G.,5937f96e-7a51-419a-8352-6e53a8b5fc3a,Agrargenossenschaft Mühlanger e.G.,51.865258079098,12.7824166689234,Külso,146.0,06888,Dietrichsdorfer Straße 12,130500.0,26100.0,1,1,1709363.76,1709363.76
Agrargenossenschaft Mühlanger e.G.,5937f96e-7a51-419a-8352-6e53a8b5fc3a,Schweinemastanlage Weinberge,51.453891597192495,13.230117048562803,Mühlberg/Elbe,146.0,04931,Brottewitzer Straße 15,67600.0,11900.0,1,1,1709363.76,1709363.76
Agrargenossenschaft Mühlanger e.G.,5937f96e-7a51-419a-8352-6e53a8b5fc3a,Schweinemastanlage Jückelberg,50.9257917507949,12.6326937430176,Jückelberg,146.0,04618,Dorfstraße 7,40800.0,10200.0,1,1,1709363.76,1709363.76
Hinxlage und Wiefering GmbH,b0f8367a-c94a-42ce-ba46-dfd0722797fb,Hinxlage & Wiefering GmbH RWS Agrarveredelung GmbH & Co. KG,53.0340708342671,7.95422521055086,Bösel,147.0,26219,Overlaher Straße 56 A,69800.0,11400.0,0,0,0.0,0.0
Markus Dahl,a3ccd868-e508-4e48-80d6-5e2c10056996,Neichener Schweinehaltungs KG;  SMA Neichen,51.2937112726868,12.768202406533801,Trebsen/Mulde,146.0,04687,Ernst-Thälmann-Str. 14,96200.0,19400.0,1,1,50004.59,50004.59
Markus Dahl,a3ccd868-e508-4e48-80d6-5e2c10056996,Markus Dahl,51.5477304187687,8.796871012842029,Bad Wünnenberg,146.0,33181,Eggenhof 1,72300.0,15100.0,1,1,50004.59,50004.59
H.u.V. Schweinezucht GmbH,543a9f75-18e5-4892-8263-2a3892a3ffbe,H.u.V. Schweinezucht GmbH Radegast Schweinezuchtanlage Radegast,53.9605249347882,11.8444855839182,Satow,146.0,18239,Landstraße 30,48700.0,12100.0,0,0,0.0,0.0
"Schulze Wierling, Theodor",b77884fd-3187-4918-8e76-0ba76f5cb0d1,"Schulze Wierling, Theodor",52.00601355416021,7.39381814016512,Billerbeck,146.0,48727,Temming 5,24200.0,13500.0,1,1,29494.79,29494.79
"Westrup, Benedikt",14f5be40-47e4-4203-91a4-44077e73dcb9,"Westrup, Benedikt",51.6828522387548,7.37250153934782,Olfen,146.0,59399,Lehmhegge 15,61200.0,11800.0,1,1,32434.61,32434.61
Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,592f9467-6f44-46f9-ba24-1b842d10836a,Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,52.73256943658879,7.200761757669821,Meppen,147.0,49716,Neuversenerstraße None,67500.0,13500.0,0,0,0.0,0.0
Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,592f9467-6f44-46f9-ba24-1b842d10836a,Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,52.659246341032,7.228143111382629,Meppen,147.0,49716,Hasbergstraße 25,72000.0,14400.0,0,0,0.0,0.0
Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,592f9467-6f44-46f9-ba24-1b842d10836a,Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,52.71398911341699,7.203998973326841,Meppen,147.0,49716,Overbergstraße 9,76500.0,15300.0,0,0,0.0,0.0
Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,592f9467-6f44-46f9-ba24-1b842d10836a,De Driemaat GbR,52.2684912971476,7.17387213819053,Bad Bentheim,147.0,48455,Ochtruper Straße 145,121500.0,24300.0,0,0,0.0,0.0
Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,592f9467-6f44-46f9-ba24-1b842d10836a,Schlachtgeflügel-Erzeugergemeinschaft Twist GmbH,52.6095104385919,7.23134819369925,Geeste,147.0,49744,Meppener Straße 143,61000.0,12200.0,0,0,0.0,0.0
Schweinehaltung Düben GmbH & Co. KG,9ebac620-c55c-4d43-b8c7-62c441bfcfce,Schweinehaltung Düben GmbH & Co. KG,51.922498418377295,12.3880428236466,Düben,146.0,06869,Buroer Weg 26b,116400.0,28800.0,1,1,118182.31,118182.31
MV Babyporc GmbH,ac097d4a-5826-486f-90e5-8ae7750096fa,MV Babyporc GmbH,53.995417938862104,12.6997409353574,Gnoien,146.0,17179,Bäbelitzer Weg 18,155000.0,18300.0,1,1,557462.25,557462.25
Geflügelmast GmbH Weiherstetten & Co. KG,e1be4e8f-a43b-4d29-87e2-49ccc6cfda4d,Farm Weiherstetten,49.20233916961929,11.7402692436786,Parsberg,147.0,92331,Weiherstetten 1,22000.0,10700.0,0,0,0.0,0.0
Seydaer Landwirtschafts GmbH  Mellnitz,8fdf3228-20dc-4b8c-81ad-f0a9ed996779,Seydaer Landwirtschafts GmbH  Mellnitz,51.907115030674,12.9172718873526,Jessen OT Mellnitz,146.0,06917,Dorfstraße None,88500.0,15600.0,1,1,5830234.200000001,5830234.200000001
Dennis van der Pasch,38bb63c5-0a36-47dd-b5c8-95ccc85438a4,Schweinemast Albertshof KG,52.698475838531714,13.6645129799664,Rüdnitz,146.0,16321,Rüsternstraße 19,50800.0,10100.0,1,1,160158.77000000002,160158.77000000002
Dennis van der Pasch,38bb63c5-0a36-47dd-b5c8-95ccc85438a4,Schweinezucht Schulzendorf KG,52.6873151072185,14.106955270285,Wriezen,146.0,16269,Ausbau 2,69900.0,14800.0,1,1,160158.77000000002,160158.77000000002
Eierfarm Meyerhöfen GmbH,43d38b82-4f07-4951-ac3d-edba739bc29d,Eierfarm Meyerhöfen GmbH,52.8350532317163,8.26631429325989,Visbek,147.0,49429,Meyerhöfen 17,69200.0,13800.0,0,0,0.0,0.0
Kreiling GmbH & Co. KG,1b4a755b-0d76-425c-b97c-a69fcbb709eb,Kreiling GmbH & Co. KG,52.5660998677381,7.96978865465292,Bersenbrück,146.0,49593,Kreilings Weg 11,52000.0,10400.0,1,1,16876.35,16876.35
Frank Tiggemann,9c2e3f00-a650-428b-8424-083f6fb9347c,Tiggemann,52.5147857822969,14.5045835167747,Lindendorf,146.0,15306,Straße des Friedens 93 a,60000.0,10200.0,1,1,480649.30999999994,480649.30999999994
Frank Tiggemann,9c2e3f00-a650-428b-8424-083f6fb9347c,Gut Klessin Frank Tiggemann,52.460164339452106,14.543463760667,Podelzig,146.0,15326,Klessiner Straße 18,100900.0,19700.0,1,1,480649.30999999994,480649.30999999994
Hagedorn-Voß GmbH,e65f94f8-9fa0-48ea-a785-87e903e75861,Hagedorn-Voß GmbH,52.1087764689359,7.50709956938028,Nordwalde,147.0,48356,Suttorf 68,72000.0,14400.0,0,0,0.0,0.0
Osterwohler Schweinezucht GmbH,27cc849c-a350-4702-82bb-8b317160ec1c,Osterwohler Schweinezucht GmbH,52.8345943068482,11.026014915230801,Salzwedel,146.0,29410,Dorfstraße 38,58000.0,14500.0,1,1,1414996.9300000002,1414996.9300000002
Osterwohler Schweinezucht GmbH,27cc849c-a350-4702-82bb-8b317160ec1c,Osterwohler Schweinezucht GmbH,52.727040795482104,10.553057800208599,Dedelstorf,146.0,29386,Im Paradies None,83500.0,16700.0,1,1,1414996.9300000002,1414996.9300000002
Aschara Landwirtschaftsgesellschaft mbH,2d2fb70d-3bc0-46f7-b523-25a8f947243c,Aschara Landwirtschaftsgesellschaft mbH - Schweinemast,51.0459985024654,10.6331086379536,Bad Langensalza,146.0,99947,Schacktor 49 a,127900.0,28100.0,1,1,10181831.3,10181831.3
Leisink Schweinehaltung GmbH,2db06984-8ccf-4396-9707-a368980077c7,Leisink Schweinehaltung GmbH,50.4989529667153,11.914569646171,"Tanna, Stadt",146.0,07922,Unterkoskau 93,78600.0,16400.0,1,1,495000.0,495000.0
Leisink Schweinehaltung GmbH,2db06984-8ccf-4396-9707-a368980077c7,Leisink Schweinehaltung GmbH,51.3442892309711,10.930817899555096,Sondershausen,146.0,99706,Neusiedlerstraße 7,116900.0,32300.0,1,1,495000.0,495000.0
"Völkerding, Werner",d8a75758-710f-412f-a3f7-b845f95cc9aa,Völkerding Werner,52.5846960777348,8.1123931025007,Holdorf,146.0,49451,Fladderweg 8,10100.0,10100.0,1,1,79765.81,79765.81
Storkower Geflügelmast GmbH,9d2157af-694f-4394-b54b-932d7539cc32,Storkower Geflügelmast GmbH,52.2732139516708,13.9568946233025,Storkow (Mark),147.0,15859,Fürstenwalder Straße 55,67400.0,17500.0,1,1,18694.0,18694.0
Heide Ferkelerzeugung GmbH,6ddbbb19-7afc-401b-a6ee-6fc2a953790b,Heide Ferkelerzeugung GmbH,52.8633093354112,8.21992307988389,Emstek,146.0,49685,Garther Heide None,62200.0,12800.0,0,0,0.0,0.0
Schweinezucht Neuhaus GmbH,c7cd183b-6152-4777-8611-f7b6d43955f5,Schweinezucht Neuhaus GmbH,53.29425878908671,10.9742548129299,Amt Neuhaus,146.0,19273,Hauptstraße None,43600.0,15700.0,1,1,560413.6000000001,560413.6000000001
"Große Hartlage, Frank",64e3dfe5-73cb-4423-8154-9b9f5fc3df24,"Große Hartlage, Frank",52.086138193235705,7.90254602559898,Glandorf,146.0,49219,Hauptstraße 47,57600.0,14400.0,1,1,212129.41,212129.41
Björn Lenzmann,e1472f73-f65e-4036-9f9a-ed96b0ac3440,Hähnchenmastanlage Tramm Björn Lenzmann,53.5135770223518,11.6577685832107,Tramm,147.0,19089,Klinkener Straße 3-5,77100.0,23100.0,0,0,0.0,0.0
Siegfried Böhm,a1e76053-7e4a-4433-8f5c-b93d181a7dd6,Landwirtschaftsbetrieb Siegfried Böhm,51.3258945687033,11.9499999245121,Merseburg,146.0,06217,Geusaer Weg 4,101000.0,20200.0,1,1,532075.4600000001,532075.4600000001
Rustenbecker Schweinezucht GmbH,cc36a3ec-f4af-4948-b4cc-0a7562222cef,Rustenbecker Schweinezucht GmbH,52.8572832899287,10.955533358426301,29410 Salzwedel/ OT HenningenHenningen,146.0,29413,Osterwohle 38,60400.0,15100.0,1,1,0.0,0.0
"LZ ""Hörseltal"" e.G. Mechterstädt",d744bb60-c8dd-4593-afc9-50973fc41ee2,"LZ ""Hörseltal"" e.G.",50.9494471274551,10.5647877896864,Hörsel,146.0,99880,Burgweg None,53900.0,11000.0,0,0,0.0,0.0
"Agrargesellschaft mbH & Co.KG ""Leinetal""",eca936aa-74c5-4fa4-88d9-df2b99044afd,"Agrargesellschaft mbH & Co KG ""Leinetal"" ,SMA Sausedlitz",51.57164679044729,12.437928521700599,Löbnitz,146.0,04509,Hauptstraße 2 a,46500.0,20800.0,0,0,0.0,0.0
AGRÖ Frankenthal GmbH,2caf4a2b-4ac2-4010-94f3-acedf19f8513,Agrö Frankenthal GmbH,51.1323430380803,14.111994981459901,Frankenthal,146.0,01909,Rammenauer Str. 7,108300.0,21700.0,0,0,0.0,0.0
VAN ASTEN Tierzucht Neumark GmbH & Co. KG,3025242a-86f5-4774-a887-5d95568615c8,VAN ASTEN Tierzucht Neumark GmbH & Co. KG i.G.,51.088413510544,11.2463178499475,Neumark,146.0,99439,Am Langen Raine 1,214400.0,46600.0,1,1,258525.0,258525.0
Bolart Schweineproduktionsanlagen GmbH,92379402-4e6f-48f8-bedd-46cecdf49856,Schweinezucht- und Mastanlage Tornitz,51.75344468525381,14.0911301089295,Vetschau/Spreewald,146.0,03226,Tornitzer Straße 1,702000.0,146000.0,0,0,0.0,0.0
Straathof - Strehle GmbH,b6c69a21-aab0-42e3-9d53-5c0c7af1ba64,Straathof - Strehle GmbH Fl.-Nr. 2387 Gem. Wörnitzstein,48.711180353154106,10.6858578577038,Donauwörth,146.0,86609,Reichertsweiler 9,85400.0,20100.0,0,0,0.0,0.0
LSL Rhein-Main Geflügelverm.,03445c9b-a176-4c5f-9142-396c73c1f85d,LSL - Rhein - Main Geflügelvermehrungsbetriebe GmbH,49.735145866960494,8.438452729173301,Hamm am Rhein,147.0,67580,Außerhalb 22a,146000.0,29200.0,0,0,0.0,0.0
LSL Rhein-Main Geflügelverm.,03445c9b-a176-4c5f-9142-396c73c1f85d,Legehennenhaltung LSL-Rhein-Main,50.469571632873,8.12579385348976,Beselich,147.0,65514,/ .,79000.0,15800.0,0,0,0.0,0.0
Sauenhaltung Stangengrün GmbH,5932deb8-00a8-4374-96ca-a8d313514895,Sauenhaltung Stangengrün GmbH,51.6794456634711,11.7729502983218,Könnern,146.0,06420,Köthener Str. 8A,44500.0,10900.0,0,0,0.0,0.0
"Frehe, Norbert",117c1e1a-3cb8-4390-982e-5f16963ab9f8,"Frehe, Norbert",52.46100318197001,7.731382772235088,Voltlage,146.0,49599,Fürstenauer Straße 27,84500.0,16900.0,1,1,11643.74,11643.74
Thomas Gehring,bd8a6e8a-8d04-479e-b0f4-7518f7bf349c,Thomas und Corinna Gehring GbR,49.1961377786273,9.90381571520866,Ilshofen,147.0,74532,Rotweg 3,33300.0,33300.0,1,1,22890.129999999997,22890.129999999997
Schweinezucht Lindenberg GbR,195256b9-a3d7-43aa-bd58-3a0201340837,Schweinezucht Lindenberg GbR,52.1870649445346,14.1014334898316,Tauche,146.0,15848,Ahrensdorfer Straße 28,75800.0,16700.0,1,1,0.0,0.0
Heukamp GbR,4920d40a-345a-4425-af7f-978ded4bd987,Heukamp GbR,51.8159496341276,11.5619237791278,Neundorf,146.0,39418,Ascherslebener Straße 23,81900.0,12000.0,0,0,0.0,0.0
Heiko Bruns,7961dd52-843f-4498-86e2-a08913e7d1cf,"Legehennenanlage Bruns, Heiko",52.99795557446,8.37296960172055,Dötlingen,147.0,27801,Neue Dorfstr. 7,104700.0,34900.0,1,1,35720.16,35720.16
Kemphauser Schweinemast GmbH,75840661-551e-4e25-846b-57e7398687e4,Kemphauser Schweinemast GmbH,52.5189573029301,8.25711876276325,Damme,146.0,49401,Kemphausen 24,116600.0,23700.0,0,0,0.0,0.0
"BHZP GmbH, An der Wassermühle 8, D-21368 Dahlenburg-Ellringen",e36ed9ae-e48b-4288-9f23-d641c27404e2,BZHP GmbH,53.3367747848788,11.0267201033886,Lübtheen,146.0,19249,Basisbetrieb - OT Langenheide None,21600.0,11000.0,0,0,0.0,0.0
Schweinemast Böckermann Dolgen KG,38f0956e-847b-4195-86e1-8b0622ac586d,Schweineanlage Dolgen,53.3454980179384,13.3528962988849,Feldberger Seenlandschaft,146.0,17258,Dorfstraße 85,147100.0,26300.0,0,0,0.0,0.0
Börde Porc GmbH,0c2a9f78-df11-4c72-b0d7-f8d0f4dc4b04,Börde Porc GmbH,51.9638745351055,11.31202263015,Oschersleben (Bode) OT Hadmersleben,146.0,39387,Amtshof None,31300.0,15400.0,0,0,0.0,0.0
GmbH Läuferproduktion Langensalzwedel,158f8f9a-b0b6-457b-88e5-a518978d7be3,GmbH Läuferproduktion Langensalzwedel,52.581383933754395,11.9501620749914,Langensalzwedel,146.0,39590,Salzstraße 33,21500.0,10600.0,1,1,1376223.18,1376223.18
GmbH Läuferproduktion Langensalzwedel,158f8f9a-b0b6-457b-88e5-a518978d7be3,GmbH Läuferproduktion Langensalzwedel Mast Wulkau,52.774443861099996,12.060265768187099,Kamern OT Wulkau,146.0,39524,Ausbau 4,79900.0,15900.0,1,1,1376223.18,1376223.18
Karsten Kruse,5dc1ae7f-70b4-4aed-8087-221e96f1b21d,Gut Herzberg Kruse KG Schweinemastanlage Herzberg,53.53263680969521,11.9257715318123,Obere Warnow,146.0,19374,Parkstraße 12,102000.0,20400.0,1,1,1310538.5,1310538.5
Gregor Große-KockHofstelle 2,181a7f5b-6d52-48c4-abcb-6ed929450127,Gregor Große-Kock Hofstelle 2,51.737917037811,6.96858284467586,Dorsten,146.0,46282,Lasthausener 161,26200.0,13100.0,0,0,0.0,0.0
Tierproduktion GbR Klug/Braune,44fe4629-e1d9-451e-b2da-c52565893589,Tierproduktion GbR Klug/Braune Tierproduktion GbR Klug/Braune,51.1866288227833,11.511413925934301,Finneland,147.0,06647,An der Marienrodaer Straße None,196500.0,39300.0,1,1,413061.72,413061.72
RWS Agrarverdelung GmbH & Co KG,086b1b7c-d94e-433e-9afa-1f53ba3590fe,RWS Agrarverdelung GmbH & Co KG,53.117028248636295,7.6997059108125105,Saterland,147.0,26683,Zur Imkehörne 1,64300.0,10600.0,1,1,24237.02,24237.02
RWS Agrarverdelung GmbH & Co KG,086b1b7c-d94e-433e-9afa-1f53ba3590fe,"Behrens, Maria",52.9253274640039,8.04474883461987,Garrel,147.0,49681,Heideweg 1 A,63900.0,10500.0,1,1,24237.02,24237.02
"Westerhoff, Dirk",b012a7f9-6a1a-41a1-b141-db1c0b1d6902,"Westerhoff, Dirk",52.830685684179294,7.91158756586686,Molbergen,146.0,49696,Alte Brücke 20,21600.0,10800.0,0,0,0.0,0.0
"Schulze Brüning, Meinolf",55ca7de3-2c15-49b0-a478-166cdcb234f5,"Schulze Brüning, Meinolf",51.83221542857571,7.89910746062889,Ennigerloh,146.0,59320,Sommersell 13,62700.0,19500.0,1,1,53414.98,53414.98
Cobb Germany Avimex GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,Cobb Germany Avimex Geflügelhaltung Wiesenena,51.4574317512124,12.1812035481497,Wiedemar,147.0,04509,Schulweg None,109600.0,14600.0,1,1,2544970.86,6042868.54
Cobb Germany Avimex GmbH,a1b460ce-d350-4b02-8052-db280c6f2984,Cobb Germany Avimex GmbH -Elterntierhaltung (Radefeld 2),51.43353410016971,12.3046399223905,Schkeuditz,147.0,04435,Wolteritzer Straße 3,324000.0,54600.0,1,1,2544970.86,6042868.54
Hühnerhof Hennes Nienburg GmbH,3ab51f38-21c0-4b32-bf9b-8b28fdde839d,Hühnerhof Hennes Nienburg GmbH,52.6019316422387,9.24767477690642,Husum,147.0,31632,Kirchweg 57,182000.0,36400.0,0,0,0.0,0.0
"Behrens, Wolfgang",f90f6eb7-236a-40d7-98d4-8db8331a7b04,"Behrens, Wolfgang",52.823540094386395,8.11994060797261,Emstek,147.0,49685,Am Wegholt 7,100500.0,18600.0,1,1,50015.09999999999,50015.09999999999
Randow Welse,4b9b5e90-c102-46c0-adba-801e51838c09,"""Randow,Welse"" GmbH & Co.Agrarprod.KG",53.20454967214089,14.148267240557196,Casekow,146.0,16306,Schneidmühlenweg 3,43500.0,14400.0,1,1,1244851.3800000001,1244851.3800000001
Ralf Müller,7bc29ae4-5861-40cd-a6e2-9c37ab9e7bdf,Ralf Müller,52.830589183403994,8.93872894279636,Süstedt,146.0,27305,Uenzer Dorfstr. 36,42000.0,10500.0,1,1,89654.87,89654.87
Kuunders Schweinemast  GmbH,c1fb8843-af5d-4c24-a562-74f3a73f48c9,Kuunders Schweinemast  GmbH,49.187981381614,7.37124454607241,Hornbach,146.0,66500,Bickenaschbacher Hof .,180800.0,36200.0,0,0,0.0,0.0
"Schürmann, Dirk gr.",e14cf5d7-43dd-4a7e-be5a-a2e1bd6ab627,"gr. Schürmann, Dirk",52.9298644419424,8.11399182860813,Garrel,146.0,49681,Zum Baumweg 3,52500.0,10500.0,0,0,0.0,0.0
"Dorenkamp, Daniel",fb678c9d-6c4a-4bd6-85b1-ac2587470690,"Dorenkamp, Daniel",51.720957372361795,8.109849072364451,Beckum,146.0,59269,Unterberg I Nr. 19,44800.0,11200.0,1,1,31523.15,31523.15
Beketaler Schweinmast GmbH,90bf2192-d94b-4b09-8f98-3dc820789cac,Beketaler Schweinemast GmbH,53.9029696614224,11.837118984041199,Jürgenshagen,146.0,18246,Dorfstraße 9,149900.0,14400.0,1,1,3304.55,3304.55
SPREEFA GmbH,30c8503f-b0b2-4207-a599-7757ef8b4637,Schweinemastanlage Loeschen II,51.65454969575621,14.2695579081091,Drebkau,146.0,03116,Döbberner Weg None,123900.0,51500.0,0,0,0.0,0.0
"Lamping, Reinhard",6dea3833-dc82-4afc-9ffb-3bd004b51899,"Lamping, Reinhard",52.8275014866082,8.10270294940176,Emstek,146.0,49685,Cappelner Damm 14,36400.0,13100.0,1,1,15020.93,15020.93
SK Schweinehaltung Kemnitz GmbH,1ffa620b-f4ae-405d-a3a6-9cac8fe58b54,SK Schweinehaltung Kemnitz GmbH,52.1382242465141,12.9933357198323,Nuthe-Urstromtal,146.0,14947,Kemnitzer Hauptstraße 2,10400.0,10400.0,1,1,333784.66,333784.66
Agrarunternehmen Barnstädt e.G.,e8b56898-ca77-4de0-ad46-bb066b1b6a1f,Schweinemastanlage Bad Lauchstädt,51.39473327208079,11.8429599443466,Bad Lauchstädt,146.0,06246,Windmühlenstraße None,44100.0,10700.0,1,1,10612545.639999999,10612545.639999999
Agrarunternehmen Barnstädt e.G.,e8b56898-ca77-4de0-ad46-bb066b1b6a1f,Schweinemastanlage Etzdorf,51.4278059161628,11.746429215319099,Teutschenthal,146.0,06179,Außenbereich None,186500.0,35700.0,1,1,10612545.639999999,10612545.639999999
Agrarunternehmen Barnstädt e.G.,e8b56898-ca77-4de0-ad46-bb066b1b6a1f,Schweinemastanlage Langeneichstädt,51.3424085821727,11.7274747019264,Mücheln (Geiseltal) OT Langeneichstädt,146.0,06268,Außenbereich None,68200.0,12600.0,1,1,10612545.639999999,10612545.639999999
"Göken, Margret",9d349eea-5974-4a3d-860d-3bfe7c7a2052,"Göken, Margret",52.90321398018829,8.02722994525208,Garrel,147.0,49681,Flugpatzweg 10,75800.0,13600.0,1,1,11670.59,11670.59
Abeler,18755ebd-8504-49c2-a2c9-f11a95002ffc,"Abeler, Annette u. Albert",52.0690666455081,7.45935753109179,Nordwalde,147.0,48356,Feldbauerschaft 13,91200.0,22800.0,0,0,0.0,0.0
Gut Bothmer Elmenhorst -Scheibler KG,5cc456c7-28a9-4d67-93a1-748b35134845,Gut Bothmer Elmenhorst -Scheibler  KG,53.996191723388606,11.131424518191901,Kalkhorst,146.0,23948,Steinbecker Weg 14,154000.0,19600.0,1,1,384794.85,384794.85
Joachim Wicke,2337f768-c274-4325-bf95-499740943e00,Joachim Wicke,52.87543404350221,9.02365409392366,Martfeld,146.0,27327,Hollen 6,43100.0,10700.0,1,1,158841.48,158841.48
Schweinemast E. Schulze Roberg,f127310e-cbdd-4da2-8d57-3608b68ee7b4,Schweinemast E. Schulze Roberg Schweinemastanlage Engelswacht Schweinemast E. Schulze Roberg,54.207070358529606,13.1665062922103,Sundhagen,146.0,18519,Landstraße 16b,177200.0,39100.0,0,0,0.0,0.0
"Berssenbrügge, Maria",6f477cea-5ae2-402e-ad2f-f1ebdcc26815,"Berssenbrügge, Maria",52.816039503237896,7.8691441887344595,Lastrup,147.0,49688,Zuckerberg 1,62200.0,12900.0,1,1,27462.67,27462.67
Broermann,78286243-57a4-443a-9e6a-9aa614add40c,A. F. Broermann GbR,51.999068244320405,11.838028176517598,Pömmelte,146.0,39249,Glinder Str. 21 None,109000.0,21800.0,0,0,0.0,0.0
"Per Kirketerp, Holger Kirketerp",718eb1ef-5e24-4e91-8a54-05c8a2d3f462,Schweinemastanlage Schöngleina,50.922425769264706,11.7272903494971,Schöngleina,146.0,07646,Dorfstraße 1,179300.0,40800.0,0,0,0.0,0.0
"Per Kirketerp, Holger Kirketerp",718eb1ef-5e24-4e91-8a54-05c8a2d3f462,Schweinemastanlage Schkölen,51.04173558694671,11.838804211847403,Schkölen,146.0,07619,Zschorgulaer Str. 1,92100.0,21800.0,0,0,0.0,0.0
"Per Kirketerp, Holger Kirketerp",718eb1ef-5e24-4e91-8a54-05c8a2d3f462,Sauenzuchtanlage Thiemendorf,50.996082783866214,11.951414000511,Heideland,146.0,07613,Buchheimer Str. 1,312100.0,75300.0,0,0,0.0,0.0
Quickhof GmbH & Co.KG,90a14a9a-c614-4783-900a-a3350a7154ca,"Quickhof GmbH & Co.KG, SMA Lonnewitz",51.290918523944704,13.1518562336835,Oschatz,146.0,04758,Bornaer Straße 4,148200.0,26700.0,0,0,0.0,0.0
Uthlebener Qualitätsschweine GmbH & Co. KG,82a7af39-2d0f-4966-bbca-ed6b508dee04,Uthlebener Qualitätsschweine GmbH & Co. KG,51.452522186756,10.8124194442908,Heringen/Helme,146.0,99765,Steinbrücker Weg 13,316500.0,69800.0,1,1,500000.0,500000.0
Andresen GbR,95a0c83f-057a-4ab3-a321-eaf95aa69ca4,Schweineanlage Siedenbollentin,53.732885866201705,13.3875293159137,Siedenbollentin,146.0,17089,Am Silbermoor 4,70200.0,14500.0,1,1,318488.33,318488.33
"Plate, Alfred und Christian",57aa7edd-9dd9-4568-9ef2-e41625fecfe0,"Plate, Alfred und Christian",52.1449197838855,6.97001446641402,Ahaus,146.0,48683,Brink 57,21900.0,11000.0,1,1,33713.48,33713.48
Schweinezucht Bühren GmbH,25e786de-b643-414f-91c2-7872f6426d0e,"Schweinezucht Bühren GmbH Stratmann, André",52.8017717259006,8.17578298153936,Emstek,146.0,49685,Zum Brook None,60500.0,12100.0,0,0,0.0,0.0
Hubert & Ute Westhues,68392399-6371-4ad8-97c3-1fcd72f3fb50,Gut Klenz Westhues KG,53.851750295966795,12.652236199520399,Jördenstorf,146.0,17168,An der K 49,95600.0,20700.0,1,1,449156.97,449156.97
"Bernd Rixen, Landschwein Rixen KG",0c2b7bb3-cf58-4a14-990e-a4cd568f04e5,Landschwein Rixen KG,54.15943755619929,10.0538050464032,Wattenbek,146.0,24582,An der K 8,55700.0,10700.0,0,0,0.0,0.0
"Schmitz, Wolfgang",4bdc0401-10e3-4dcb-bf45-e439e4cc9b1b,"Schmitz, Wolfgang",51.6531875290393,6.19053952650175,Weeze,146.0,47652,Höst-Vornicker-Weg 1,23200.0,11600.0,1,1,69198.79999999999,69198.79999999999
Schweinemast Groß Bäbelin GmbH,b91ec528-202c-43c1-bf78-147b0fd08c21,Schweinemast Groß Bäbelin GmbH,53.6413513245077,12.386319971131199,Dobbin-Linstow,146.0,18292,Dorfstraße 2,64500.0,24500.0,1,1,85599.29000000001,85599.29000000001
Tierproduktion Alkersleben GmbH,4c36a15a-9d1b-4c25-8d85-25216c9a9caa,Tierproduktion Alkersleben GmbH,50.8449315885901,11.0209433848453,Wipfratal,146.0,99310,Dornheimer Str. 1,26800.0,13400.0,0,0,0.0,0.0
Agrargenossenschaft Linda eG,03ee2f05-16d0-4af0-8cb9-2448898d1a45,Milchviehanlage Linda,50.809829573993504,12.209458252195,Linda b. Weida,141.0,07580,Rückersdorfer Str. 1,0.0,0.0,1,1,2604925.43,2604925.43
"SecAnim GmbH, NL Elxleben",17c3171d-9251-4894-bfca-0710b55a0d05,"SecAnim GmbH, NL Elxleben",51.0481816123795,10.9788714866129,Elxleben,162.0,99189,Riedfeld 7,0.0,0.0,0,0,0.0,0.0
"SecAnim GmbH, NL Elxleben",17c3171d-9251-4894-bfca-0710b55a0d05,"SecAnim GmbH, NL Mützel",52.3997517358064,12.192417202822304,"Genthin, OT Mützel",162.0,39307,Rauhes Gehege 1,0.0,0.0,0,0,0.0,0.0
Belmont Farm GmbH,27df72c9-e707-4e0c-84d8-c8a1bce62451,Belmont Farms GmbH,52.5214664783767,14.1465946636885,Müncheberg,146.0,15374,Bergstraße 8,139100.0,29500.0,0,0,0.0,0.0
Woestmann & Sohn,a9ff798d-311c-4c71-81f0-8ae3b47e0233,Schweinemastanlage Woestmann KG,51.4575450914291,11.830882616152596,Teutschenthal,146.0,06179,Hallesche Str. 5a,102200.0,21400.0,1,1,92815.41,92815.41
